,ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NoPaidPerc,NewLoanApplication,PredNoPago,error,nopago_presta
861,10862,833,0.8055420175922017,63690,28,8,8,15962,12,4,Rent,Masters,Widowed,25,0.0,335202.0,0.0029370305,-0.0029370305128395557,0.0
862,10863,695,0.3677299727315571,58077,36,6,15,14407,4,9,Rent,High School,Widowed,23,0.0,187291.0,0.004731644,-0.004731643944978714,0.0
863,10864,773,0.2833838313087605,105502,24,8,0,16883,9,17,Mortgage,PhD,Widowed,17,0.0,151947.0,0.0029647043,-0.0029647042974829674,0.0
864,10865,601,0.2941943444830729,50301,85,7,4,1730,3,24,Mortgage,High School,Divorced,8,0.1672282,10380.0,0.15796706,0.009261139195632928,0.230930526225792
865,10866,727,0.2523156322572112,145967,88,0,0,12206,12,11,Rent,PhD,Widowed,20,0.1625643,73236.0,0.1653426,-0.002778299153518682,0.22323976037802062
866,10867,757,0.3322880247842947,155147,43,1,15,7281,2,19,Rent,Masters,Widowed,12,0.0,152901.0,0.0049383487,-0.004938348662108183,0.0
867,10868,449,0.3686894105593966,84695,60,6,8,4397,19,26,Mortgage,High School,Divorced,1,0.16961817,17588.0,0.17970556,-0.01008739020736693,0.2349050622892362
868,10869,633,0.6931531731534916,58086,86,5,0,14019,15,10,Rent,High School,Widowed,10,0.16010271,98133.0,0.1669074,-0.006804689892806998,0.21921503818639543
869,10870,490,0.3143686669115278,103321,28,9,5,8992,12,2,Mortgage,High School,Widowed,4,0.0,53952.0,0.0022942645,-0.0022942645009607077,0.0
870,10871,831,0.0138973257198884,60415,19,6,6,19620,14,14,Rent,Masters,Widowed,15,0.0,294300.0,0.0022822763,-0.0022822762839496136,0.0
871,10872,589,0.3004153154692627,196042,50,7,3,12917,4,15,Mortgage,Masters,Single,2,0.0,77502.0,0.013597938,-0.013597938232123852,0.0
872,10873,352,0.1081401899868172,51187,42,9,9,8337,10,9,Mortgage,Masters,Divorced,29,0.16376199,116718.0,0.167286,-0.003524003695259098,0.22520656349978643
873,10874,511,0.6900328851785645,80286,33,9,18,17027,1,1,Rent,Masters,Widowed,25,0.0,374594.0,0.003908583,-0.003908582963049412,0.0
874,10875,454,0.1883779645608317,160986,32,9,1,15624,1,9,Own,PhD,Single,1,0.16241962,156240.0,0.15572412,0.006695496879692064,0.223002552901251
875,10876,417,0.573293886557581,115965,33,3,12,9937,7,8,Own,Masters,Widowed,8,0.16132735,129181.0,0.162,-0.00067265047683715,0.2212143826318885
876,10877,778,0.2417743172084683,75718,21,4,16,18896,4,10,Own,Bachelor,Widowed,5,0.15208559,113376.0,0.15598626,-0.0039006743480300976,0.2062689658735721
877,10878,435,0.3800934099836369,131281,34,8,6,19264,10,1,Mortgage,Masters,Married,21,0.16654001,57792.0,0.16813606,-0.0015960502378845332,0.22979028843364138
878,10879,539,0.0176300331323402,145022,32,5,5,13257,17,11,Mortgage,PhD,Widowed,7,0.0,145827.0,0.10565161,-0.1056516095995903,0.0
879,10880,773,0.4098735411783981,86845,23,6,15,4725,7,1,Own,PhD,Widowed,19,0.16090345,75600.0,0.16217639,-0.0012729355218887295,0.22052166404450116
880,10881,468,0.425432242941394,120200,80,0,18,8535,7,4,Rent,Masters,Widowed,9,0.0,110955.0,0.0059933523,-0.005993352271616459,0.0
881,10882,315,0.6331824863044732,70852,63,5,2,6708,6,19,Rent,Masters,Widowed,1,0.16008466,20124.0,0.17510559,-0.015020926647987376,0.2191856133976551
882,10883,361,0.947548257284796,140329,18,8,0,5990,10,20,Mortgage,PhD,Widowed,8,0.16145484,89850.0,0.1785238,-0.01706895381656648,0.22142285813205326
883,10884,443,0.027082876176723,70689,27,8,5,18159,11,0,Own,High School,Widowed,7,0.0,345021.0,0.0052950648,-0.005295064765959978,0.0
884,10885,836,0.4895101881383722,118710,64,9,3,16507,18,5,Rent,Masters,Divorced,6,0.16333795,280619.0,0.17017712,-0.006839166990089407,0.22450957647714515
885,10886,677,0.4312861500169815,123655,69,6,4,6573,1,10,Rent,High School,Widowed,21,0.0,138033.0,0.0034736258,-0.0034736257512122393,0.0
886,10887,777,0.4461458307943129,168013,56,5,10,14044,10,19,Mortgage,High School,Widowed,17,0.15287545,168528.0,0.1608489,-0.007973450675773625,0.20753355276977864
887,10888,551,0.0394094034097471,97846,76,0,5,13333,17,2,Rent,High School,Widowed,24,0.0,146663.0,0.0036051872,-0.0036051871720701456,0.0
888,10889,721,0.2518031130651871,103949,42,7,18,9073,0,17,Mortgage,High School,Widowed,11,0.0,72584.0,0.0028862064,-0.00288620637729764,0.0
889,10890,819,0.8838840661438588,198035,52,9,13,1430,2,7,Mortgage,PhD,Widowed,0,0.0,28600.0,0.0042909347,-0.004290934652090073,0.0
890,10891,338,0.2159196189013654,36200,57,5,16,2551,0,7,Own,High School,Widowed,2,0.15167943,51020.0,0.12291907,0.028760362259559635,0.20561960969542437
891,10892,595,0.1302640235446713,148814,89,1,3,10839,11,5,Rent,PhD,Widowed,0,0.0,216780.0,0.0062248516,-0.006224851589649916,0.0
892,10893,621,0.9477678944327608,146484,25,3,15,19399,12,0,Rent,PhD,Widowed,3,0.16273355,290985.0,0.16980101,-0.007067461681556697,0.22351735519797797
893,10894,751,0.7940888298065996,176216,19,2,9,5390,7,1,Own,Masters,Single,10,0.16680837,86240.0,0.17278056,-0.0059721884669113046,0.23023470062943385
894,10895,832,0.2423660673292996,32402,37,2,18,19126,0,11,Mortgage,Masters,Widowed,7,0.0,153008.0,0.0031707033,-0.0031707033049315214,0.0
895,10896,607,0.3514119443105081,117757,32,3,6,8350,5,5,Own,Masters,Single,13,0.1641945,50100.0,0.16965373,-0.005459228604316718,0.22591820106472146
896,10897,790,0.99545852765758,191837,54,3,3,14257,4,0,Rent,Masters,Divorced,13,0.15379004,213855.0,0.1601694,-0.006379352824172985,0.2090007851006622
897,10898,391,0.4234895286873036,68678,53,5,9,4093,12,3,Mortgage,High School,Widowed,18,0.0,12279.0,0.022707306,-0.02270730584859848,0.0
898,10899,326,0.3077688072255511,158580,33,8,8,4165,8,5,Rent,Masters,Widowed,9,0.0,12495.0,0.0030075999,-0.003007599851116538,0.0
899,10900,706,0.4268906757105966,115532,66,8,1,11956,14,25,Mortgage,PhD,Widowed,11,0.16022295,215208.0,0.16743584,-0.007212889772224423,0.21941108357271724
900,10901,528,0.4828367020066653,96850,30,7,5,3944,2,20,Rent,Masters,Widowed,5,0.0,63104.0,0.0038927677,-0.003892767708748579,0.0
901,10902,685,0.6168229876202326,33018,57,1,19,12019,9,1,Rent,Masters,Widowed,12,0.0,72114.0,0.0030418455,-0.003041845513507724,0.0
902,10903,546,0.3215978266973256,154403,83,7,7,5478,5,16,Rent,Masters,Widowed,2,0.0,38346.0,0.004680838,-0.004680837970227003,0.0
903,10904,752,0.4615264481093761,51783,88,9,7,9226,0,12,Rent,PhD,Widowed,11,0.0,138390.0,0.0041938038,-0.004193803761154413,0.0
904,10905,572,0.6038409271304325,102238,18,9,2,11931,11,13,Mortgage,Masters,Widowed,14,0.0,202827.0,0.0029326773,-0.0029326772782951593,0.0
905,10906,607,0.027554732592835,35571,74,4,3,15856,0,2,Mortgage,Masters,Widowed,4,0.0,47568.0,0.002037211,-0.002037211088463664,0.0
906,10907,732,0.2849071712322607,180115,80,8,0,13689,11,18,Rent,PhD,Widowed,8,0.0,191646.0,0.02501515,-0.025015149265527725,0.0
907,10908,528,0.3320240087580185,156869,54,1,0,14365,5,10,Rent,High School,Widowed,20,0.0,244205.0,0.011429747,-0.011429746635258198,0.0
908,10909,380,0.0152812675710651,120780,38,6,10,2947,16,7,Mortgage,Masters,Single,16,0.16491593,17682.0,0.17137429,-0.006458361181564343,0.22710685823524332
909,10910,693,0.2498510634596968,122573,38,3,8,12227,12,24,Mortgage,High School,Widowed,6,0.15142484,73362.0,0.11893099,0.03249385198625565,0.2052128959325182
910,10911,704,0.4656523194165927,53672,29,6,16,12779,5,0,Own,Masters,Widowed,8,0.0,204464.0,0.004718862,-0.004718862008303404,0.0
911,10912,529,0.6301147206131513,28061,83,4,4,15270,1,0,Mortgage,Masters,Widowed,21,0.16018479,320670.0,0.14305776,0.017127026423492425,0.21934885949493577
912,10913,791,0.0737206512056296,131748,23,0,11,7133,0,20,Rent,Masters,Divorced,2,0.16638307,121261.0,0.17554507,-0.00916199659507752,0.22953052369029972
913,10914,843,0.1259363613177957,82451,89,4,17,1314,9,29,Rent,High School,Widowed,20,0.0,7884.0,0.0027653764,-0.002765376353636384,0.0
914,10915,626,0.2227124686345789,174684,27,5,15,11358,1,16,Mortgage,High School,Widowed,5,0.0,56790.0,0.00523452,-0.005234519951045513,0.0
915,10916,655,0.5352402943033102,37758,35,9,19,18220,11,4,Own,High School,Widowed,6,0.16165492,327960.0,0.15929946,0.00235545696632386,0.2217501628327085
916,10917,823,0.3561028426635597,35212,28,7,1,16470,0,13,Mortgage,Bachelor,Widowed,20,0.0,65880.0,0.0068648956,-0.006864895578473806,0.0
917,10918,306,0.5135325245908773,150146,43,4,1,3423,5,8,Mortgage,High School,Widowed,1,0.0,37653.0,0.005878937,-0.005878936965018511,0.0
918,10919,622,0.6839274565152561,144903,80,9,5,2143,12,7,Rent,Masters,Widowed,8,0.0,45003.0,0.005127666,-0.005127666052430868,0.0
919,10920,541,0.1329318769325984,193530,48,3,2,6270,16,6,Rent,Masters,Widowed,18,0.0,87780.0,0.021008093,-0.021008092910051346,0.0
920,10921,302,0.0240277631999623,21637,67,8,8,9880,0,20,Mortgage,Masters,Widowed,7,0.0,138320.0,0.0027660576,-0.0027660576160997152,0.0
921,10922,344,0.1144665452925526,37729,89,7,1,9175,16,15,Own,High School,Widowed,24,0.15223613,119275.0,0.16830693,-0.016070801853294375,0.20650980266474442
922,10923,815,0.0622112634934709,194576,41,0,9,17948,18,22,Rent,PhD,Widowed,18,0.16130817,358960.0,0.17271045,-0.011402278503494262,0.22118302440122722
923,10924,607,0.1638158379651344,199463,23,8,1,4954,5,3,Mortgage,High School,Single,16,0.16178456,49540.0,0.1640614,-0.0022768373140716613,0.2219623203313936
924,10925,575,0.7033041345450989,150572,83,7,9,2509,4,0,Rent,PhD,Widowed,14,0.0,47671.0,0.0032345315,-0.0032345314975827932,0.0
925,10926,481,0.4148057755966366,88812,77,8,7,5546,13,11,Rent,PhD,Widowed,6,0.15635735,66552.0,0.13516212,0.021195234902954108,0.21313639430154457
926,10927,738,0.8977068397134905,36206,31,5,0,9004,12,6,Mortgage,High School,Widowed,25,0.0,171076.0,0.12084458,-0.12084458023309708,0.0
927,10928,459,0.0642877924102293,23192,52,4,3,4184,5,11,Rent,High School,Divorced,10,0.16791221,58576.0,0.17840229,-0.010490079748191827,0.23206570727350778
928,10929,565,0.3834947530375425,89306,88,4,2,8436,7,9,Rent,High School,Widowed,29,0.0,59052.0,0.0061694714,-0.006169471424072981,0.0
929,10930,802,0.084629458337833,76739,39,4,13,5790,5,23,Rent,Bachelor,Widowed,12,0.15133327,92640.0,0.14665093,0.004682344721336357,0.20506667028174888
930,10931,533,0.7318959497824488,153010,34,6,16,18187,0,6,Own,Bachelor,Widowed,1,0.15665342,72748.0,0.17231455,-0.01566113445289613,0.21361494464114622
931,10932,363,0.0422506887346356,51798,74,9,15,19502,3,25,Own,High School,Widowed,12,0.16376911,234024.0,0.16493653,-0.0011674176098251388,0.225218272551496
932,10933,480,0.0253196969884382,154575,75,9,16,16456,1,6,Mortgage,Masters,Married,6,0.16287178,312664.0,0.16038458,0.002487199507026666,0.22374415594304056
933,10934,585,0.2761871192938474,83095,77,7,10,11597,18,16,Rent,Masters,Widowed,9,0.15479219,139164.0,0.15948994,-0.004697754577217106,0.21061213158927142
934,10935,698,0.4842236022770636,29222,67,9,10,12865,13,13,Mortgage,High School,Widowed,13,0.0,38595.0,0.0046703154,-0.00467031542211771,0.0
935,10936,767,0.3947920457271578,71945,22,7,17,13438,5,6,Mortgage,PhD,Widowed,3,0.0,188132.0,0.022254191,-0.02225419133901596,0.0
936,10937,325,0.221388750533967,98206,81,3,0,6336,1,15,Rent,Bachelor,Widowed,2,0.15074268,44352.0,0.15450591,-0.003763228489227305,0.2041243306563433
937,10938,636,0.3793642324415158,90535,34,5,14,10953,12,1,Rent,Bachelor,Widowed,22,0.15295658,219060.0,0.15254092,0.00041565783508301646,0.20766357762391913
938,10939,684,0.283012267797285,88586,33,6,3,15409,0,4,Mortgage,Bachelor,Widowed,4,0.0,46227.0,0.002612634,-0.0026126340962946415,0.0
939,10940,644,0.689530893995909,93457,44,4,10,12720,3,12,Own,Masters,Widowed,17,0.16851777,228960.0,0.16694018,0.0015775875525665395,0.23307225158618247
940,10941,843,0.0325687346045443,104781,78,6,11,17100,11,4,Mortgage,Bachelor,Widowed,25,0.0,307800.0,0.013972335,-0.013972334563732147,0.0
941,10942,450,0.8857185438063371,162587,65,9,10,15183,2,0,Own,High School,Widowed,6,0.16005893,273294.0,0.16082197,-0.0007630442774963497,0.21914367099587112
942,10943,723,0.3406245303728097,181262,25,7,3,19464,2,16,Rent,Masters,Single,22,0.1632699,408744.0,0.16912584,-0.005855940067863469,0.22439778968152335
943,10944,809,0.9368875939205792,134172,42,4,9,18927,9,14,Mortgage,PhD,Widowed,16,0.0,283905.0,0.0723353,-0.07233530282974243,0.0
944,10945,710,0.1184982719277215,31906,54,4,9,6145,18,11,Own,High School,Widowed,12,0.0,73740.0,0.005579632,-0.0055796317756175995,0.0
945,10946,401,0.7876892196565889,192550,29,8,1,7994,4,4,Mortgage,Masters,Single,23,0.0,23982.0,0.03557811,-0.035578109323978424,0.0
946,10947,735,0.2349796129313659,33496,19,4,12,6022,2,0,Rent,High School,Widowed,23,0.0,66242.0,0.0038677428,-0.0038677428383380175,0.0
947,10948,578,0.137085575417214,153105,87,6,6,16174,3,0,Mortgage,High School,Single,2,0.16904637,161740.0,0.15042289,0.01862348398601532,0.2339520744376554
948,10949,757,0.8233326533677853,46525,49,7,6,9224,6,21,Mortgage,Masters,Widowed,17,0.16265324,64568.0,0.15858054,0.004072698389282231,0.22338562102993043
949,10950,585,0.5786911484785715,159940,39,9,6,16049,14,3,Mortgage,PhD,Single,13,0.15650883,80245.0,0.16923843,-0.01272960324184419,0.21338119579840997
950,10951,839,0.2195260955549254,110306,45,0,18,16274,10,20,Rent,Masters,Widowed,4,0.0,65096.0,0.003744899,-0.0037448990624397993,0.0
951,10952,798,0.1958420534506351,35197,43,3,2,2996,18,0,Own,Masters,Widowed,11,0.16644722,23968.0,0.17287117,-0.006423952428131097,0.2296366919920775
952,10953,381,0.7631032172917959,33317,44,6,2,3913,1,17,Rent,PhD,Widowed,10,0.16934662,19565.0,0.1786147,-0.009268085801010129,0.23445232113544165
953,10954,315,0.3040928583514343,128979,72,9,15,14191,12,13,Rent,Masters,Widowed,9,0.15642412,198674.0,0.1583621,-0.0019379854887771608,0.2132442881131215
954,10955,704,0.6343042683910431,84033,33,5,0,4187,2,2,Mortgage,High School,Widowed,20,0.0,50244.0,0.0027106856,-0.0027106855995953083,0.0
955,10956,652,0.0845234741598649,57559,43,3,4,17306,0,21,Rent,Masters,Single,9,0.16581942,328814.0,0.172183,-0.006363587001876836,0.22859838453683498
956,10957,381,0.1850078606289932,70006,84,7,5,2234,15,2,Rent,Masters,Widowed,4,0.0,44680.0,0.005248558,-0.005248557776212692,0.0
957,10958,377,0.3118321529168675,70640,44,5,18,4174,10,6,Mortgage,PhD,Widowed,2,0.1656667,12522.0,0.1666987,-0.0010319942291259765,0.22834603988597846
958,10959,392,0.4889009876932348,83699,58,8,4,1994,4,4,Mortgage,Masters,Married,7,0.15257855,5982.0,0.16289198,-0.010313433985900872,0.2070579314460354
959,10960,706,0.5392995906952212,146679,85,0,9,6120,13,8,Rent,Masters,Widowed,8,0.15223907,73440.0,0.1650425,-0.012803434668235775,0.20651450698488788
960,10961,659,0.2702405368056925,108134,28,7,4,16135,19,10,Mortgage,Masters,Single,7,0.16663833,274295.0,0.16546655,0.0011717829876708996,0.22995307607560128
961,10962,484,0.2170754374916843,193130,70,9,3,16931,3,19,Mortgage,High School,Single,0,0.16260013,220103.0,0.16861784,-0.0060177145816039945,0.22329851746931825
962,10963,819,0.1392587481619537,129823,31,3,9,15882,4,5,Own,Masters,Widowed,14,0.0,79410.0,0.0025501642,-0.0025501642376184464,0.0
963,10964,636,0.1908750505593824,26515,63,7,19,3331,15,2,Own,Masters,Widowed,20,0.16299458,66620.0,0.16988386,-0.006889282137794495,0.2239457027649833
964,10965,491,0.1650057566781999,55177,38,7,5,19476,8,11,Mortgage,PhD,Widowed,26,0.0,331092.0,0.01724125,-0.017241250723600388,0.0
965,10966,722,0.2850758151904484,132770,22,4,15,18456,3,27,Mortgage,PhD,Widowed,4,0.0,258384.0,0.006322744,-0.006322743836790323,0.0
966,10967,780,0.5050654221852485,30604,80,5,9,7121,14,13,Rent,Masters,Widowed,28,0.0,149541.0,0.008375628,-0.008375627920031548,0.0
967,10968,516,0.3374554110915087,100877,24,2,2,10654,13,4,Own,Masters,Single,5,0.16944383,42616.0,0.18215251,-0.012708679689331065,0.23461436027860694
968,10969,837,0.520003256776836,84078,18,2,8,1994,1,15,Mortgage,Masters,Widowed,21,0.0,37886.0,0.012775794,-0.012775793671607971,0.0
969,10970,702,0.0989468103990984,111262,54,1,12,15245,14,5,Own,PhD,Widowed,11,0.1683413,213430.0,0.16969603,-0.0013547330009460457,0.23277877691894525
970,10971,809,0.4933133366708203,96420,54,3,14,17141,12,5,Rent,Bachelor,Widowed,19,0.0,359961.0,0.018922493,-0.01892249286174774,0.0
971,10972,632,0.2862327803812851,48177,63,9,4,11932,13,28,Mortgage,High School,Divorced,7,0.0,155116.0,0.041419063,-0.04141906276345253,0.0
972,10973,713,0.4469104862898991,186261,46,5,11,16300,4,6,Mortgage,PhD,Widowed,5,0.0,244500.0,0.0024911088,-0.002491108840331435,0.0
973,10974,603,0.2300881508151574,77473,75,6,4,15475,18,19,Mortgage,High School,Widowed,21,0.15182701,46425.0,0.1637787,-0.01195169738506316,0.2058554841507037
974,10975,480,0.1171998117975618,62268,45,3,18,14003,11,21,Rent,Masters,Widowed,8,0.0,42009.0,0.004179528,-0.00417952798306942,0.0
975,10976,415,0.8005509159353612,120890,28,9,7,7078,6,19,Mortgage,Masters,Widowed,5,0.15290245,92014.0,0.15440534,-0.0015028905523300218,0.2075768221735501
976,10977,612,0.1103986911034099,175052,24,7,8,6105,4,8,Rent,Masters,Single,22,0.0,36630.0,0.023306558,-0.023306557908654213,0.0
977,10978,361,0.6825540988174004,29903,40,6,4,1824,1,18,Mortgage,High School,Widowed,14,0.15558569,29184.0,0.16022651,-0.004640818975028993,0.21189070504975205
978,10979,454,0.0106063156059165,48776,67,7,10,9576,1,26,Own,High School,Widowed,24,0.15444358,67032.0,0.15784022,-0.003396642120285037,0.21005117198447862
979,10980,757,0.6139878963852983,120115,83,9,6,18731,10,17,Mortgage,High School,Divorced,5,0.16827123,337158.0,0.16492955,0.0033416761336135803,0.2326622830421028
980,10981,436,0.9706342600218144,60198,20,8,14,16504,16,12,Mortgage,Masters,Widowed,16,0.1545177,198048.0,0.16673733,-0.012219632940101616,0.21017040214798105
981,10982,434,0.3341061838243842,166149,86,0,0,7952,10,1,Rent,Masters,Married,5,0.16724224,95424.0,0.18132792,-0.01408568413234712,0.23095380822389455
982,10983,473,0.1018161991468679,130169,40,2,13,18350,0,8,Rent,High School,Single,0,0.1588959,183500.0,0.15122238,0.007673521984481818,0.217250498481698
983,10984,552,0.3939695720189923,194743,50,9,3,16920,0,4,Mortgage,PhD,Widowed,18,0.0,338400.0,0.002388185,-0.002388184890151024,0.0
984,10985,386,0.6809267157434779,69573,21,8,17,17224,5,3,Rent,Masters,Married,0,0.0,241136.0,0.011301403,-0.011301402933895588,0.0
985,10986,688,0.6245014463938838,85272,37,0,9,1454,4,6,Rent,PhD,Widowed,2,0.15628122,23264.0,0.1645321,-0.008250875193862917,0.21301339647791176
986,10987,494,0.0666871589767733,176310,27,9,4,8410,13,4,Rent,High School,Widowed,25,0.0,42050.0,0.004573076,-0.004573076032102108,0.0
987,10988,679,0.0958728747593009,160247,38,6,12,15332,4,14,Mortgage,PhD,Widowed,15,0.0,260644.0,0.002599641,-0.0025996409822255373,0.0
988,10989,473,0.2652285318487706,177275,65,6,5,14187,14,20,Rent,High School,Widowed,15,0.16180952,255366.0,0.17160071,-0.009791194325904834,0.22200317522098323
989,10990,436,0.0154399326045003,183364,18,5,9,6985,0,15,Mortgage,PhD,Widowed,26,0.0,41910.0,0.046872675,-0.04687267541885376,0.0
990,10991,848,0.6337030412165865,87348,65,5,13,8435,5,1,Mortgage,High School,Widowed,4,0.0,25305.0,0.0034562598,-0.0034562598448246717,0.0
991,10992,497,0.018799992744511,131608,56,3,14,7795,13,12,Rent,High School,Widowed,16,0.0,70155.0,0.0029754061,-0.002975406125187874,0.0
992,10993,811,0.5489888691879176,44041,30,3,10,3852,19,12,Rent,High School,Widowed,21,0.16161478,11556.0,0.16246848,-0.0008536980836105212,0.22168448651802347
993,10994,594,0.6084286441271954,164273,42,6,4,11492,2,18,Rent,Masters,Single,9,0.16470526,137904.0,0.1640973,0.000607965788612358,0.22675953759747128
994,10995,411,0.2061310236025715,188344,36,3,13,2077,5,3,Own,High School,Widowed,10,0.16381283,27001.0,0.16817275,-0.004359916896743782,0.22529017576292168
995,10996,317,0.1832821195467961,31277,83,0,10,2191,16,20,Rent,High School,Widowed,20,0.0,6573.0,0.004171341,-0.0041713411919772625,0.0
996,10997,415,0.2923811063938735,195329,80,7,4,4343,1,3,Rent,High School,Widowed,6,0.0,43430.0,0.0027315444,-0.002731544431298971,0.0
997,10998,343,0.0745006808725572,148754,42,9,1,17465,4,27,Rent,High School,Widowed,11,0.0,209580.0,0.009677228,-0.009677227586507797,0.0
998,10999,527,0.0617233028542182,148078,88,6,13,14511,1,18,Rent,Bachelor,Widowed,3,0.0,130599.0,0.0055678072,-0.005567807238548994,0.0
999,11000,811,0.0941963837285086,157370,34,9,14,13590,5,17,Mortgage,PhD,Single,1,0.1546739,176670.0,0.14847805,0.006195853940391544,0.21042173546989731
1000,11001,798,0.2385310865701253,81288,87,7,17,2157,13,12,Rent,High School,Single,15,0.16815832,32355.0,0.16264899,0.005509329249687195,0.23247460742770193
1001,11002,705,0.2267066588582574,89735,22,6,13,1696,13,19,Rent,High School,Widowed,25,0.0,25440.0,0.012172253,-0.012172252871096134,0.0
1002,11003,675,0.8089705592655932,159821,74,7,17,5213,5,6,Rent,High School,Widowed,24,0.15403044,57343.0,0.16597031,-0.011939870568809519,0.20938697368732742
1003,11004,714,0.1861175621413864,160646,57,5,12,13357,1,29,Rent,Bachelor,Widowed,17,0.16220316,106856.0,0.17659655,-0.014393392133560168,0.22264781280387738
1004,11005,748,0.113623127708816,55990,45,6,4,2275,1,24,Rent,Bachelor,Widowed,22,0.15371145,9100.0,0.16464673,-0.010935279826927186,0.20887458243408827
1005,11006,581,0.3948671476544286,51136,33,1,1,9119,11,2,Rent,PhD,Widowed,4,0.15548867,155023.0,0.16198933,-0.006500661245422368,0.2117342469520214
1006,11007,480,0.5464582862436067,190220,46,8,16,11396,5,2,Rent,Masters,Widowed,4,0.0,193732.0,0.0026077272,-0.002607727190479636,0.0
1007,11008,357,0.1240950681876141,123064,52,0,7,15721,16,10,Rent,High School,Widowed,26,0.0,188652.0,0.007968133,-0.007968133315443993,0.0
1008,11009,319,0.0880960004264352,114298,21,5,12,6028,10,19,Mortgage,Masters,Widowed,20,0.15451904,60280.0,0.16580723,-0.011288192260704044,0.2101725578775896
1009,11010,416,0.4249531688351475,77086,53,6,4,18143,0,23,Rent,Masters,Widowed,7,0.0,381003.0,0.013359803,-0.013359802775084972,0.0
1010,11011,660,0.1335408179676553,135850,33,3,6,10394,5,19,Mortgage,High School,Widowed,0,0.0,31182.0,0.0026583672,-0.002658367156982422,0.0
1011,11012,600,0.7925195025621709,129646,65,9,9,4383,15,14,Rent,High School,Widowed,8,0.16637687,61362.0,0.16827953,-0.0019026586178588767,0.22952026355122845
1012,11013,756,0.0205845945495644,68848,53,8,1,15037,5,18,Mortgage,Masters,Widowed,13,0.0,105259.0,0.0024083413,-0.002408341271802783,0.0
1013,11014,562,0.1811742284405968,138799,88,4,4,10321,4,14,Mortgage,High School,Widowed,23,0.15131734,206420.0,0.1616111,-0.010293755070838934,0.20504123531874668
1014,11015,790,0.0987406348428414,59665,79,8,12,10452,18,25,Rent,PhD,Widowed,17,0.15914267,156780.0,0.16935365,-0.010210979020194993,0.2176517513381254
1015,11016,823,0.280831268770402,162436,51,7,11,8453,11,27,Mortgage,High School,Divorced,2,0.16780266,33812.0,0.17006378,-0.002261118758049019,0.23188377290415266
1016,11017,657,0.3771296965161544,21419,28,1,1,11118,3,21,Rent,Masters,Widowed,28,0.1506649,44472.0,0.15707363,-0.006408731882667551,0.2040003233117293
1017,11018,457,0.9719361346199962,148196,81,8,7,14234,5,0,Rent,Masters,Widowed,1,0.0,241978.0,0.0027118511,-0.0027118511497974396,0.0
1018,11019,350,0.1819854523198197,163025,20,2,12,13733,16,21,Own,Masters,Widowed,0,0.16975076,96131.0,0.18209897,-0.01234820981716156,0.23512623028718463
1019,11020,740,0.1171322809124022,116877,87,7,5,9306,1,17,Mortgage,Masters,Widowed,17,0.0,148896.0,0.00539448,-0.005394480191171169,0.0
1020,11021,505,0.2843368039756481,137489,19,8,2,8541,4,9,Rent,PhD,Widowed,5,0.0,153738.0,0.0044501997,-0.004450199659913778,0.0
1021,11022,822,0.5455340484211137,168996,51,9,14,12080,2,4,Own,Bachelor,Widowed,14,0.15164211,48320.0,0.15971461,-0.008072499384536747,0.20555997481204555
1022,11023,514,0.12836668038577,31674,49,8,8,7108,4,5,Mortgage,Bachelor,Widowed,8,0.0,120836.0,0.00854481,-0.008544810116291046,0.0
1023,11024,522,0.5373689679529517,186643,30,8,0,19542,12,12,Rent,Masters,Divorced,9,0.16654077,58626.0,0.16476056,0.0017802102027130173,0.22979154661230392
1024,11025,814,0.171967303085195,67201,45,8,9,19619,1,6,Own,Bachelor,Widowed,5,0.0,333523.0,0.009186082,-0.00918608158826828,0.0
1025,11026,476,0.656342711827123,81853,48,8,2,19170,0,1,Rent,High School,Single,3,0.16577704,230040.0,0.17030956,-0.004532518510780348,0.22852834930364424
1026,11027,414,0.5996457113921962,79084,71,6,11,17166,2,8,Rent,High School,Widowed,9,0.15168591,154494.0,0.13132083,0.020365075840148933,0.20562996484002746
1027,11028,719,0.7428488311207355,120790,44,8,8,7139,6,20,Mortgage,PhD,Single,6,0.16732047,142780.0,0.16969629,-0.0023758163206863414,0.23108354843309267
1028,11029,599,0.0746627920041875,85954,52,6,17,17149,14,7,Mortgage,Masters,Single,23,0.16759183,85745.0,0.16979425,-0.0022024165543746976,0.231533773268948
1029,11030,654,0.4440072543847295,78723,89,0,1,6229,14,23,Rent,High School,Widowed,3,0.16852398,37374.0,0.17673513,-0.008211152932662974,0.2330825812631374
1030,11031,848,0.1969428325456834,79469,54,8,9,6058,13,3,Own,High School,Widowed,10,0.0,48464.0,0.0025241878,-0.0025241877883672714,0.0
1031,11032,738,0.8076810135764236,80405,66,3,4,9137,4,4,Rent,Masters,Widowed,4,0.0,137055.0,0.0026753475,-0.0026753474958240986,0.0
1032,11033,568,0.9191342220348124,76380,51,7,19,16495,6,4,Rent,Masters,Widowed,5,0.0,148455.0,0.0066943946,-0.006694394629448652,0.0
